pokemon,version,method,location_area,min_level,max_level,chance,conditions
seviper,emerald,walk,Hoenn Route 103,,,0,
sharpedo,emerald,walk,Hoenn Route 103,,,0,
shedinja,emerald,walk,Hoenn Route 103,,,0,
shelgon,emerald,walk,Hoenn Route 103,,,0,
shiftry,emerald,walk,Hoenn Route 103,,,0,
shroomish,emerald,walk,Hoenn Route 103,,,0,
shuppet,emerald,walk,Hoenn Route 103,,,0,
silcoon,emerald,walk,Hoenn Route 103,,,0,
skitty,emerald,walk,Hoenn Route 103,,,0,
slaking,emerald,walk,Hoenn Route 103,,,0,
slakoth,emerald,walk,Hoenn Route 103,,,0,
snorunt,emerald,walk,Hoenn Route 103,,,0,
solrock,emerald,walk,Hoenn Route 103,,,0,
spheal,emerald,walk,Hoenn Route 103,,,0,
spinda,emerald,walk,Hoenn Route 103,,,0,
spoink,emerald,walk,Hoenn Route 103,,,0,
surskit,emerald,walk,Hoenn Route 103,,,0,
swablu,emerald,walk,Hoenn Route 103,,,0,
swalot,emerald,walk,Hoenn Route 103,,,0,
swampert,emerald,walk,Hoenn Route 103,,,0,
swellow,emerald,walk,Hoenn Route 103,,,0,
taillow,emerald,walk,Hoenn Route 103,,,0,
torchic,emerald,walk,Hoenn Route 103,,,0,
torkoal,emerald,walk,Hoenn Route 103,,,0,
trapinch,emerald,walk,Hoenn Route 103,,,0,
treecko,emerald,walk,Hoenn Route 103,,,0,
tropius,emerald,walk,Hoenn Route 103,,,0,
vibrava,emerald,walk,Hoenn Route 103,,,0,
vigoroth,emerald,walk,Hoenn Route 103,,,0,
volbeat,emerald,walk,Hoenn Route 103,,,0,
wailmer,emerald,walk,Hoenn Route 103,,,0,
wailord,emerald,walk,Hoenn Route 103,,,0,
walrein,emerald,walk,Hoenn Route 103,,,0,
whiscash,emerald,walk,Hoenn Route 103,,,0,
whismur,emerald,walk,Hoenn Route 103,,,0,
wingull,emerald,walk,Hoenn Route 103,2,4,16,
wurmple,emerald,walk,Hoenn Route 103,,,0,
wynaut,emerald,walk,Hoenn Route 103,,,0,
zangoose,emerald,walk,Hoenn Route 103,,,0,
zigzagoon,emerald,walk,Hoenn Route 103,3,4,20,
absol,emerald,walk,Hoenn Route 104,,,0,
aggron,emerald,walk,Hoenn Route 104,,,0,
altaria,emerald,walk,Hoenn Route 104,,,0,
anorith,emerald,walk,Hoenn Route 104,,,0,
armaldo,emerald,walk,Hoenn Route 104,,,0,
aron,emerald,walk,Hoenn Route 104,,,0,
azurill,emerald,walk,Hoenn Route 104,,,0,
bagon,emerald,walk,Hoenn Route 104,,,0,
baltoy,emerald,walk,Hoenn Route 104,,,0,
banette,emerald,walk,Hoenn Route 104,,,0,
barboach,emerald,walk,Hoenn Route 104,,,0,
beautifly,emerald,walk,Hoenn Route 104,,,0,
beldum,emerald,walk,Hoenn Route 104,,,0,
blaziken,emerald,walk,Hoenn Route 104,,,0,
breloom,emerald,walk,Hoenn Route 104,,,0,
cacnea,emerald,walk,Hoenn Route 104,,,0,
cacturne,emerald,walk,Hoenn Route 104,,,0,
camerupt,emerald,walk,Hoenn Route 104,,,0,
carvanha,emerald,walk,Hoenn Route 104,,,0,
cascoon,emerald,walk,Hoenn Route 104,,,0,
castform,emerald,walk,Hoenn Route 104,,,0,
chimecho,emerald,walk,Hoenn Route 104,,,0,
clamperl,emerald,walk,Hoenn Route 104,,,0,
claydol,emerald,walk,Hoenn Route 104,,,0,
combusken,emerald,walk,Hoenn Route 104,,,0,
corphish,emerald,walk,Hoenn Route 104,,,0,
cradily,emerald,walk,Hoenn Route 104,,,0,
crawdaunt,emerald,walk,Hoenn Route 104,,,0,
delcatty,emerald,walk,Hoenn Route 104,,,0,
deoxys-normal,emerald,walk,Hoenn Route 104,,,0,
dusclops,emerald,walk,Hoenn Route 104,,,0,
duskull,emerald,walk,Hoenn Route 104,,,0,
dustox,emerald,walk,Hoenn Route 104,,,0,
electrike,emerald,walk,Hoenn Route 104,,,0,
exploud,emerald,walk,Hoenn Route 104,,,0,
feebas,emerald,walk,Hoenn Route 104,,,0,
flygon,emerald,walk,Hoenn Route 104,,,0,
gardevoir,emerald,walk,Hoenn Route 104,,,0,
glalie,emerald,walk,Hoenn Route 104,,,0,
gorebyss,emerald,walk,Hoenn Route 104,,,0,
groudon,emerald,walk,Hoenn Route 104,,,0,
grovyle,emerald,walk,Hoenn Route 104,,,0,
grumpig,emerald,walk,Hoenn Route 104,,,0,
gulpin,emerald,walk,Hoenn Route 104,,,0,
hariyama,emerald,walk,Hoenn Route 104,,,0,
huntail,emerald,walk,Hoenn Route 104,,,0,
illumise,emerald,walk,Hoenn Route 104,,,0,
jirachi,emerald,walk,Hoenn Route 104,,,0,
kecleon,emerald,walk,Hoenn Route 104,,,0,
kirlia,emerald,walk,Hoenn Route 104,,,0,
kyogre,emerald,walk,Hoenn Route 104,,,0,
lairon,emerald,walk,Hoenn Route 104,,,0,
latias,emerald,walk,Hoenn Route 104,,,0,
latios,emerald,walk,Hoenn Route 104,,,0,
lileep,emerald,walk,Hoenn Route 104,,,0,
linoone,emerald,walk,Hoenn Route 104,,,0,
lombre,emerald,walk,Hoenn Route 104,,,0,
lotad,emerald,walk,Hoenn Route 104,,,0,
loudred,emerald,walk,Hoenn Route 104,,,0,
ludicolo,emerald,walk,Hoenn Route 104,,,0,
lunatone,emerald,walk,Hoenn Route 104,,,0,
luvdisc,emerald,walk,Hoenn Route 104,,,0,
makuhita,emerald,walk,Hoenn Route 104,,,0,
manectric,emerald,walk,Hoenn Route 104,,,0,
marshtomp,emerald,walk,Hoenn Route 104,,,0,
masquerain,emerald,walk,Hoenn Route 104,,,0,
mawile,emerald,walk,Hoenn Route 104,,,0,
medicham,emerald,walk,Hoenn Route 104,,,0,
meditite,emerald,walk,Hoenn Route 104,,,0,
metagross,emerald,walk,Hoenn Route 104,,,0,
metang,emerald,walk,Hoenn Route 104,,,0,
mightyena,emerald,walk,Hoenn Route 104,,,0,
milotic,emerald,walk,Hoenn Route 104,,,0,
minun,emerald,walk,Hoenn Route 104,,,0,
mudkip,emerald,walk,Hoenn Route 104,,,0,
nincada,emerald,walk,Hoenn Route 104,,,0,
ninjask,emerald,walk,Hoenn Route 104,,,0,
nosepass,emerald,walk,Hoenn Route 104,,,0,
numel,emerald,walk,Hoenn Route 104,,,0,
nuzleaf,emerald,walk,Hoenn Route 104,,,0,
pelipper,emerald,walk,Hoenn Route 104,,,0,
plusle,emerald,walk,Hoenn Route 104,,,0,
poochyena,emerald,walk,Hoenn Route 104,4,5,30,
ralts,emerald,walk,Hoenn Route 104,,,0,
rayquaza,emerald,walk,Hoenn Route 104,,,0,
regice,emerald,walk,Hoenn Route 104,,,0,
regirock,emerald,walk,Hoenn Route 104,,,0,
registeel,emerald,walk,Hoenn Route 104,,,0,
relicanth,emerald,walk,Hoenn Route 104,,,0,
roselia,emerald,walk,Hoenn Route 104,,,0,
sableye,emerald,walk,Hoenn Route 104,,,0,
salamence,emerald,walk,Hoenn Route 104,,,0,
sceptile,emerald,walk,Hoenn Route 104,,,0,
sealeo,emerald,walk,Hoenn Route 104,,,0,
seedot,emerald,walk,Hoenn Route 104,,,0,
seviper,emerald,walk,Hoenn Route 104,,,0,
sharpedo,emerald,walk,Hoenn Route 104,,,0,
shedinja,emerald,walk,Hoenn Route 104,,,0,
shelgon,emerald,walk,Hoenn Route 104,,,0,
shiftry,emerald,walk,Hoenn Route 104,,,0,
shroomish,emerald,walk,Hoenn Route 104,,,0,
shuppet,emerald,walk,Hoenn Route 104,,,0,
silcoon,emerald,walk,Hoenn Route 104,,,0,
skitty,emerald,walk,Hoenn Route 104,,,0,
slaking,emerald,walk,Hoenn Route 104,,,0,
slakoth,emerald,walk,Hoenn Route 104,,,0,
snorunt,emerald,walk,Hoenn Route 104,,,0,
solrock,emerald,walk,Hoenn Route 104,,,0,
spheal,emerald,walk,Hoenn Route 104,,,0,
spinda,emerald,walk,Hoenn Route 104,,,0,
spoink,emerald,walk,Hoenn Route 104,,,0,
surskit,emerald,walk,Hoenn Route 104,,,0,
swablu,emerald,walk,Hoenn Route 104,,,0,
swalot,emerald,walk,Hoenn Route 104,,,0,
swampert,emerald,walk,Hoenn Route 104,,,0,
swellow,emerald,walk,Hoenn Route 104,,,0,
taillow,emerald,walk,Hoenn Route 104,4,5,10,
torchic,emerald,walk,Hoenn Route 104,,,0,
torkoal,emerald,walk,Hoenn Route 104,,,0,
trapinch,emerald,walk,Hoenn Route 104,,,0,
treecko,emerald,walk,Hoenn Route 104,,,0,
tropius,emerald,walk,Hoenn Route 104,,,0,
vibrava,emerald,walk,Hoenn Route 104,,,0,
vigoroth,emerald,walk,Hoenn Route 104,,,0,
volbeat,emerald,walk,Hoenn Route 104,,,0,
wailmer,emerald,walk,Hoenn Route 104,,,0,
wailord,emerald,walk,Hoenn Route 104,,,0,
walrein,emerald,walk,Hoenn Route 104,,,0,
whiscash,emerald,walk,Hoenn Route 104,,,0,
whismur,emerald,walk,Hoenn Route 104,,,0,
wingull,emerald,walk,Hoenn Route 104,3,5,6,
wurmple,emerald,walk,Hoenn Route 104,4,4,20,
wynaut,emerald,walk,Hoenn Route 104,,,0,
zangoose,emerald,walk,Hoenn Route 104,,,0,
zigzagoon,emerald,walk,Hoenn Route 104,,,0,
absol,emerald,walk,Hoenn Route 110,,,0,
aggron,emerald,walk,Hoenn Route 110,,,0,
altaria,emerald,walk,Hoenn Route 110,,,0,
anorith,emerald,walk,Hoenn Route 110,,,0,
armaldo,emerald,walk,Hoenn Route 110,,,0,
aron,emerald,walk,Hoenn Route 110,,,0,
azurill,emerald,walk,Hoenn Route 110,,,0,
bagon,emerald,walk,Hoenn Route 110,,,0,
baltoy,emerald,walk,Hoenn Route 110,,,0,
banette,emerald,walk,Hoenn Route 110,,,0,
barboach,emerald,walk,Hoenn Route 110,,,0,
beautifly,emerald,walk,Hoenn Route 110,,,0,
beldum,emerald,walk,Hoenn Route 110,,,0,
blaziken,emerald,walk,Hoenn Route 110,,,0,
breloom,emerald,walk,Hoenn Route 110,,,0,
cacnea,emerald,walk,Hoenn Route 110,,,0,
cacturne,emerald,walk,Hoenn Route 110,,,0,
camerupt,emerald,walk,Hoenn Route 110,,,0,
carvanha,emerald,walk,Hoenn Route 110,,,0,
cascoon,emerald,walk,Hoenn Route 110,,,0,
castform,emerald,walk,Hoenn Route 110,,,0,
chimecho,emerald,walk,Hoenn Route 110,,,0,
clamperl,emerald,walk,Hoenn Route 110,,,0,
claydol,emerald,walk,Hoenn Route 110,,,0,
combusken,emerald,walk,Hoenn Route 110,,,0,
corphish,emerald,walk,Hoenn Route 110,,,0,
cradily,emerald,walk,Hoenn Route 110,,,0,
crawdaunt,emerald,walk,Hoenn Route 110,,,0,
delcatty,emerald,walk,Hoenn Route 110,,,0,
deoxys-normal,emerald,walk,Hoenn Route 110,,,0,
dusclops,emerald,walk,Hoenn Route 110,,,0,
duskull,emerald,walk,Hoenn Route 110,,,0,
dustox,emerald,walk,Hoenn Route 110,,,0,
electrike,emerald,walk,Hoenn Route 110,12,13,30,
exploud,emerald,walk,Hoenn Route 110,,,0,
feebas,emerald,walk,Hoenn Route 110,,,0,
flygon,emerald,walk,Hoenn Route 110,,,0,
gardevoir,emerald,walk,Hoenn Route 110,,,0,
glalie,emerald,walk,Hoenn Route 110,,,0,
gorebyss,emerald,walk,Hoenn Route 110,,,0,
groudon,emerald,walk,Hoenn Route 110,,,0,
grovyle,emerald,walk,Hoenn Route 110,,,0,
grumpig,emerald,walk,Hoenn Route 110,,,0,
gulpin,emerald,walk,Hoenn Route 110,12,13,15,
hariyama,emerald,walk,Hoenn Route 110,,,0,
huntail,emerald,walk,Hoenn Route 110,,,0,
illumise,emerald,walk,Hoenn Route 110,,,0,
jirachi,emerald,walk,Hoenn Route 110,,,0,
kecleon,emerald,walk,Hoenn Route 110,,,0,
kirlia,emerald,walk,Hoenn Route 110,,,0,
kyogre,emerald,walk,Hoenn Route 110,,,0,
lairon,emerald,walk,Hoenn Route 110,,,0,
latias,emerald,walk,Hoenn Route 110,,,0,
latios,emerald,walk,Hoenn Route 110,,,0,
lileep,emerald,walk,Hoenn Route 110,,,0,
linoone,emerald,walk,Hoenn Route 110,,,0,
lombre,emerald,walk,Hoenn Route 110,,,0,
lotad,emerald,walk,Hoenn Route 110,,,0,
loudred,emerald,walk,Hoenn Route 110,,,0,
ludicolo,emerald,walk,Hoenn Route 110,,,0,
lunatone,emerald,walk,Hoenn Route 110,,,0,
luvdisc,emerald,walk,Hoenn Route 110,,,0,
makuhita,emerald,walk,Hoenn Route 110,,,0,
manectric,emerald,walk,Hoenn Route 110,,,0,
marshtomp,emerald,walk,Hoenn Route 110,,,0,
masquerain,emerald,walk,Hoenn Route 110,,,0,
mawile,emerald,walk,Hoenn Route 110,,,0,
medicham,emerald,walk,Hoenn Route 110,,,0,
meditite,emerald,walk,Hoenn Route 110,,,0,
metagross,emerald,walk,Hoenn Route 110,,,0,
metang,emerald,walk,Hoenn Route 110,,,0,
mightyena,emerald,walk,Hoenn Route 110,,,0,
milotic,emerald,walk,Hoenn Route 110,,,0,
minun,emerald,walk,Hoenn Route 110,13,13,15,
mudkip,emerald,walk,Hoenn Route 110,,,0,
nincada,emerald,walk,Hoenn Route 110,,,0,
ninjask,emerald,walk,Hoenn Route 110,,,0,
nosepass,emerald,walk,Hoenn Route 110,,,0,
numel,emerald,walk,Hoenn Route 110,,,0,
nuzleaf,emerald,walk,Hoenn Route 110,,,0,
pelipper,emerald,walk,Hoenn Route 110,,,0,
plusle,emerald,walk,Hoenn Route 110,12,13,2,
poochyena,emerald,walk,Hoenn Route 110,12,12,20,
ralts,emerald,walk,Hoenn Route 110,,,0,
rayquaza,emerald,walk,Hoenn Route 110,,,0,
regice,emerald,walk,Hoenn Route 110,,,0,
regirock,emerald,walk,Hoenn Route 110,,,0,
registeel,emerald,walk,Hoenn Route 110,,,0,
relicanth,emerald,walk,Hoenn Route 110,,,0,
roselia,emerald,walk,Hoenn Route 110,,,0,
sableye,emerald,walk,Hoenn Route 110,,,0,
salamence,emerald,walk,Hoenn Route 110,,,0,
sceptile,emerald,walk,Hoenn Route 110,,,0,
sealeo,emerald,walk,Hoenn Route 110,,,0,
seedot,emerald,walk,Hoenn Route 110,,,0,
seviper,emerald,walk,Hoenn Route 110,,,0,
sharpedo,emerald,walk,Hoenn Route 110,,,0,
shedinja,emerald,walk,Hoenn Route 110,,,0,
shelgon,emerald,walk,Hoenn Route 110,,,0,
shiftry,emerald,walk,Hoenn Route 110,,,0,
shroomish,emerald,walk,Hoenn Route 110,,,0,
shuppet,emerald,walk,Hoenn Route 110,,,0,
silcoon,emerald,walk,Hoenn Route 110,,,0,
skitty,emerald,walk,Hoenn Route 110,,,0,
slaking,emerald,walk,Hoenn Route 110,,,0,
slakoth,emerald,walk,Hoenn Route 110,,,0,
snorunt,emerald,walk,Hoenn Route 110,,,0,
solrock,emerald,walk,Hoenn Route 110,,,0,
spheal,emerald,walk,Hoenn Route 110,,,0,
spinda,emerald,walk,Hoenn Route 110,,,0,
spoink,emerald,walk,Hoenn Route 110,,,0,
surskit,emerald,walk,Hoenn Route 110,,,0,
swablu,emerald,walk,Hoenn Route 110,,,0,
swalot,emerald,walk,Hoenn Route 110,,,0,
swampert,emerald,walk,Hoenn Route 110,,,0,
swellow,emerald,walk,Hoenn Route 110,,,0,
taillow,emerald,walk,Hoenn Route 110,,,0,
torchic,emerald,walk,Hoenn Route 110,,,0,
torkoal,emerald,walk,Hoenn Route 110,,,0,
trapinch,emerald,walk,Hoenn Route 110,,,0,
treecko,emerald,walk,Hoenn Route 110,,,0,
tropius,emerald,walk,Hoenn Route 110,,,0,
vibrava,emerald,walk,Hoenn Route 110,,,0,
vigoroth,emerald,walk,Hoenn Route 110,,,0,
volbeat,emerald,walk,Hoenn Route 110,,,0,
wailmer,emerald,walk,Hoenn Route 110,,,0,
wailord,emerald,walk,Hoenn Route 110,,,0,
walrein,emerald,walk,Hoenn Route 110,,,0,
whiscash,emerald,walk,Hoenn Route 110,,,0,
whismur,emerald,walk,Hoenn Route 110,,,0,
wingull,emerald,walk,Hoenn Route 110,12,12,4,
wurmple,emerald,walk,Hoenn Route 110,,,0,
wynaut,emerald,walk,Hoenn Route 110,,,0,
zangoose,emerald,walk,Hoenn Route 110,,,0,
zigzagoon,emerald,walk,Hoenn Route 110,,,0,
absol,emerald,walk,Hoenn Route 111,,,0,
aggron,emerald,walk,Hoenn Route 111,,,0,
altaria,emerald,walk,Hoenn Route 111,,,0,
anorith,emerald,walk,Hoenn Route 111,,,0,
armaldo,emerald,walk,Hoenn Route 111,,,0,
aron,emerald,walk,Hoenn Route 111,,,0,
azurill,emerald,walk,Hoenn Route 111,,,0,
bagon,emerald,walk,Hoenn Route 111,,,0,
baltoy,emerald,walk,Hoenn Route 111,19,21,24,
banette,emerald,walk,Hoenn Route 111,,,0,
barboach,emerald,walk,Hoenn Route 111,,,0,
beautifly,emerald,walk,Hoenn Route 111,,,0,
beldum,emerald,walk,Hoenn Route 111,,,0,
blaziken,emerald,walk,Hoenn Route 111,,,0,
breloom,emerald,walk,Hoenn Route 111,,,0,
cacnea,emerald,walk,Hoenn Route 111,20,22,5,
cacturne,emerald,walk,Hoenn Route 111,,,0,
camerupt,emerald,walk,Hoenn Route 111,,,0,
carvanha,emerald,walk,Hoenn Route 111,,,0,
cascoon,emerald,walk,Hoenn Route 111,,,0,
castform,emerald,walk,Hoenn Route 111,,,0,
chimecho,emerald,walk,Hoenn Route 111,,,0,
clamperl,emerald,walk,Hoenn Route 111,,,0,
claydol,emerald,walk,Hoenn Route 111,,,0,
combusken,emerald,walk,Hoenn Route 111,,,0,
corphish,emerald,walk,Hoenn Route 111,,,0,
cradily,emerald,walk,Hoenn Route 111,,,0,
crawdaunt,emerald,walk,Hoenn Route 111,,,0,
delcatty,emerald,walk,Hoenn Route 111,,,0,
deoxys-normal,emerald,walk,Hoenn Route 111,,,0,
dusclops,emerald,walk,Hoenn Route 111,,,0,
duskull,emerald,walk,Hoenn Route 111,,,0,
dustox,emerald,walk,Hoenn Route 111,,,0,
electrike,emerald,walk,Hoenn Route 111,,,0,
exploud,emerald,walk,Hoenn Route 111,,,0,
feebas,emerald,walk,Hoenn Route 111,,,0,
flygon,emerald,walk,Hoenn Route 111,,,0,
gardevoir,emerald,walk,Hoenn Route 111,,,0,
glalie,emerald,walk,Hoenn Route 111,,,0,
gorebyss,emerald,walk,Hoenn Route 111,,,0,
groudon,emerald,walk,Hoenn Route 111,,,0,
grovyle,emerald,walk,Hoenn Route 111,,,0,
grumpig,emerald,walk,Hoenn Route 111,,,0,
gulpin,emerald,walk,Hoenn Route 111,,,0,
hariyama,emerald,walk,Hoenn Route 111,,,0,
huntail,emerald,walk,Hoenn Route 111,,,0,
illumise,emerald,walk,Hoenn Route 111,,,0,
jirachi,emerald,walk,Hoenn Route 111,,,0,
kecleon,emerald,walk,Hoenn Route 111,,,0,
kirlia,emerald,walk,Hoenn Route 111,,,0,
kyogre,emerald,walk,Hoenn Route 111,,,0,
lairon,emerald,walk,Hoenn Route 111,,,0,
latias,emerald,walk,Hoenn Route 111,,,0,
latios,emerald,walk,Hoenn Route 111,,,0,
lileep,emerald,walk,Hoenn Route 111,,,0,
linoone,emerald,walk,Hoenn Route 111,,,0,
lombre,emerald,walk,Hoenn Route 111,,,0,
lotad,emerald,walk,Hoenn Route 111,,,0,
loudred,emerald,walk,Hoenn Route 111,,,0,
ludicolo,emerald,walk,Hoenn Route 111,,,0,
lunatone,emerald,walk,Hoenn Route 111,,,0,
luvdisc,emerald,walk,Hoenn Route 111,,,0,
makuhita,emerald,walk,Hoenn Route 111,,,0,
manectric,emerald,walk,Hoenn Route 111,,,0,
marshtomp,emerald,walk,Hoenn Route 111,,,0,
masquerain,emerald,walk,Hoenn Route 111,,,0,
mawile,emerald,walk,Hoenn Route 111,,,0,
medicham,emerald,walk,Hoenn Route 111,,,0,
meditite,emerald,walk,Hoenn Route 111,,,0,
metagross,emerald,walk,Hoenn Route 111,,,0,
metang,emerald,walk,Hoenn Route 111,,,0,
mightyena,emerald,walk,Hoenn Route 111,,,0,
milotic,emerald,walk,Hoenn Route 111,,,0,
minun,emerald,walk,Hoenn Route 111,,,0,
mudkip,emerald,walk,Hoenn Route 111,,,0,
nincada,emerald,walk,Hoenn Route 111,,,0,
ninjask,emerald,walk,Hoenn Route 111,,,0,
nosepass,emerald,walk,Hoenn Route 111,,,0,
numel,emerald,walk,Hoenn Route 111,,,0,
nuzleaf,emerald,walk,Hoenn Route 111,,,0,
pelipper,emerald,walk,Hoenn Route 111,,,0,
plusle,emerald,walk,Hoenn Route 111,,,0,
poochyena,emerald,walk,Hoenn Route 111,,,0,
ralts,emerald,walk,Hoenn Route 111,,,0,
rayquaza,emerald,walk,Hoenn Route 111,,,0,
regice,emerald,walk,Hoenn Route 111,,,0,
regirock,emerald,walk,Hoenn Route 111,,,0,
registeel,emerald,walk,Hoenn Route 111,,,0,
relicanth,emerald,walk,Hoenn Route 111,,,0,
roselia,emerald,walk,Hoenn Route 111,,,0,
sableye,emerald,walk,Hoenn Route 111,,,0,
salamence,emerald,walk,Hoenn Route 111,,,0,
sceptile,emerald,walk,Hoenn Route 111,,,0,
sealeo,emerald,walk,Hoenn Route 111,,,0,
seedot,emerald,walk,Hoenn Route 111,,,0,
seviper,emerald,walk,Hoenn Route 111,,,0,
sharpedo,emerald,walk,Hoenn Route 111,,,0,
shedinja,emerald,walk,Hoenn Route 111,,,0,
shelgon,emerald,walk,Hoenn Route 111,,,0,
shiftry,emerald,walk,Hoenn Route 111,,,0,
shroomish,emerald,walk,Hoenn Route 111,,,0,
shuppet,emerald,walk,Hoenn Route 111,,,0,
silcoon,emerald,walk,Hoenn Route 111,,,0,
skitty,emerald,walk,Hoenn Route 111,,,0,
slaking,emerald,walk,Hoenn Route 111,,,0,
slakoth,emerald,walk,Hoenn Route 111,,,0,
snorunt,emerald,walk,Hoenn Route 111,,,0,
solrock,emerald,walk,Hoenn Route 111,,,0,
spheal,emerald,walk,Hoenn Route 111,,,0,
spinda,emerald,walk,Hoenn Route 111,,,0,
spoink,emerald,walk,Hoenn Route 111,,,0,
surskit,emerald,walk,Hoenn Route 111,,,0,
swablu,emerald,walk,Hoenn Route 111,,,0,
swalot,emerald,walk,Hoenn Route 111,,,0,
swampert,emerald,walk,Hoenn Route 111,,,0,
swellow,emerald,walk,Hoenn Route 111,,,0,
taillow,emerald,walk,Hoenn Route 111,,,0,
torchic,emerald,walk,Hoenn Route 111,,,0,
torkoal,emerald,walk,Hoenn Route 111,,,0,
trapinch,emerald,walk,Hoenn Route 111,19,21,35,
treecko,emerald,walk,Hoenn Route 111,,,0,
tropius,emerald,walk,Hoenn Route 111,,,0,
vibrava,emerald,walk,Hoenn Route 111,,,0,
vigoroth,emerald,walk,Hoenn Route 111,,,0,
volbeat,emerald,walk,Hoenn Route 111,,,0,
wailmer,emerald,walk,Hoenn Route 111,,,0,
wailord,emerald,walk,Hoenn Route 111,,,0,
walrein,emerald,walk,Hoenn Route 111,,,0,
whiscash,emerald,walk,Hoenn Route 111,,,0,
whismur,emerald,walk,Hoenn Route 111,,,0,
wingull,emerald,walk,Hoenn Route 111,,,0,
wurmple,emerald,walk,Hoenn Route 111,,,0,
wynaut,emerald,walk,Hoenn Route 111,,,0,
zangoose,emerald,walk,Hoenn Route 111,,,0,
zigzagoon,emerald,walk,Hoenn Route 111,,,0,
absol,emerald,walk,Hoenn Route 112,,,0,
aggron,emerald,walk,Hoenn Route 112,,,0,
altaria,emerald,walk,Hoenn Route 112,,,0,
anorith,emerald,walk,Hoenn Route 112,,,0,
armaldo,emerald,walk,Hoenn Route 112,,,0,
aron,emerald,walk,Hoenn Route 112,,,0,
azurill,emerald,walk,Hoenn Route 112,,,0,
bagon,emerald,walk,Hoenn Route 112,,,0,
baltoy,emerald,walk,Hoenn Route 112,,,0,
banette,emerald,walk,Hoenn Route 112,,,0,
barboach,emerald,walk,Hoenn Route 112,,,0,
beautifly,emerald,walk,Hoenn Route 112,,,0,
beldum,emerald,walk,Hoenn Route 112,,,0,
blaziken,emerald,walk,Hoenn Route 112,,,0,
breloom,emerald,walk,Hoenn Route 112,,,0,
cacnea,emerald,walk,Hoenn Route 112,,,0,
cacturne,emerald,walk,Hoenn Route 112,,,0,
camerupt,emerald,walk,Hoenn Route 112,,,0,
carvanha,emerald,walk,Hoenn Route 112,,,0,
cascoon,emerald,walk,Hoenn Route 112,,,0,
castform,emerald,walk,Hoenn Route 112,,,0,
chimecho,emerald,walk,Hoenn Route 112,,,0,
clamperl,emerald,walk,Hoenn Route 112,,,0,
claydol,emerald,walk,Hoenn Route 112,,,0,
combusken,emerald,walk,Hoenn Route 112,,,0,
corphish,emerald,walk,Hoenn Route 112,,,0,
cradily,emerald,walk,Hoenn Route 112,,,0,
crawdaunt,emerald,walk,Hoenn Route 112,,,0,
delcatty,emerald,walk,Hoenn Route 112,,,0,
deoxys-normal,emerald,walk,Hoenn Route 112,,,0,
dusclops,emerald,walk,Hoenn Route 112,,,0,
duskull,emerald,walk,Hoenn Route 112,,,0,
dustox,emerald,walk,Hoenn Route 112,,,0,
electrike,emerald,walk,Hoenn Route 112,,,0,
exploud,emerald,walk,Hoenn Route 112,,,0,
feebas,emerald,walk,Hoenn Route 112,,,0,
flygon,emerald,walk,Hoenn Route 112,,,0,
gardevoir,emerald,walk,Hoenn Route 112,,,0,
glalie,emerald,walk,Hoenn Route 112,,,0,
gorebyss,emerald,walk,Hoenn Route 112,,,0,
groudon,emerald,walk,Hoenn Route 112,,,0,
grovyle,emerald,walk,Hoenn Route 112,,,0,
grumpig,emerald,walk,Hoenn Route 112,,,0,
gulpin,emerald,walk,Hoenn Route 112,,,0,
hariyama,emerald,walk,Hoenn Route 112,,,0,
huntail,emerald,walk,Hoenn Route 112,,,0,
illumise,emerald,walk,Hoenn Route 112,,,0,
jirachi,emerald,walk,Hoenn Route 112,,,0,
kecleon,emerald,walk,Hoenn Route 112,,,0,
kirlia,emerald,walk,Hoenn Route 112,,,0,
kyogre,emerald,walk,Hoenn Route 112,,,0,
lairon,emerald,walk,Hoenn Route 112,,,0,
latias,emerald,walk,Hoenn Route 112,,,0,
latios,emerald,walk,Hoenn Route 112,,,0,
lileep,emerald,walk,Hoenn Route 112,,,0,
linoone,emerald,walk,Hoenn Route 112,,,0,
lombre,emerald,walk,Hoenn Route 112,,,0,
lotad,emerald,walk,Hoenn Route 112,,,0,
loudred,emerald,walk,Hoenn Route 112,,,0,
ludicolo,emerald,walk,Hoenn Route 112,,,0,
lunatone,emerald,walk,Hoenn Route 112,,,0,
luvdisc,emerald,walk,Hoenn Route 112,,,0,
makuhita,emerald,walk,Hoenn Route 112,,,0,
manectric,emerald,walk,Hoenn Route 112,,,0,
marshtomp,emerald,walk,Hoenn Route 112,,,0,
masquerain,emerald,walk,Hoenn Route 112,,,0,
mawile,emerald,walk,Hoenn Route 112,,,0,
medicham,emerald,walk,Hoenn Route 112,,,0,
meditite,emerald,walk,Hoenn Route 112,,,0,
metagross,emerald,walk,Hoenn Route 112,,,0,
metang,emerald,walk,Hoenn Route 112,,,0,
mightyena,emerald,walk,Hoenn Route 112,,,0,
milotic,emerald,walk,Hoenn Route 112,,,0,
minun,emerald,walk,Hoenn Route 112,,,0,
mudkip,emerald,walk,Hoenn Route 112,,,0,
nincada,emerald,walk,Hoenn Route 112,,,0,
ninjask,emerald,walk,Hoenn Route 112,,,0,
nosepass,emerald,walk,Hoenn Route 112,,,0,
numel,emerald,walk,Hoenn Route 112,14,16,40,
nuzleaf,emerald,walk,Hoenn Route 112,,,0,
